timestamp,variant_name,win_ratio,margin,promoted,reason
2026-06-20T14:56:53,risk_adjusted_reward,1.0,inf,True,既存championが存在しない
2026-06-20T23:51:33,risk_adjusted_reward,0.6666666666666666,-0.720755580281065,False,"win_ratio=0.67 (閾値0.60), margin=-0.7208 (閾値0.0500)"
2026-06-21T12:38:20,higher_lr,0.0,-1.0639280545324854,False,"win_ratio=0.00 (閾値0.60), margin=-1.0639 (閾値0.0500)"
2026-06-26T09:50:48,risk_adjusted_reward,0.6666666666666666,-0.012825478350306785,False,"win_ratio=0.67 (閾値0.60), margin=-0.0128 (閾値0.0500)"
2026-06-27T02:07:03,higher_lr,0.3333333333333333,-0.6525689724271249,False,"win_ratio=0.33 (閾値0.60), margin=-0.6526 (閾値0.0500)"
2026-06-27T03:50:52,higher_lr,0.0,-0.9693136977229828,False,"win_ratio=0.00 (閾値0.60), margin=-0.9693 (閾値0.0500)"
2026-06-27T05:11:21,higher_lr,0.0,-0.11270020981792239,False,"win_ratio=0.00 (閾値0.60), margin=-0.1127 (閾値0.0500)"
2026-06-27T05:52:20,risk_adjusted_reward,0.0,-0.9235574035479328,False,"win_ratio=0.00 (閾値0.60), margin=-0.9236 (閾値0.0500)"
2026-06-27T06:37:08,risk_adjusted_reward,0.3333333333333333,-0.9937695393381814,False,"win_ratio=0.33 (閾値0.60), margin=-0.9938 (閾値0.0500)"
2026-06-27T07:27:11,baseline,0.3333333333333333,-0.5569924598925191,False,"win_ratio=0.33 (閾値0.60), margin=-0.5570 (閾値0.0500)"
2026-06-27T10:58:45,risk_adjusted_reward,0.3333333333333333,-0.6641664060562438,False,"win_ratio=0.33 (閾値0.60), margin=-0.6642 (閾値0.0500)"
2026-06-27T11:57:22,higher_lr,0.3333333333333333,-0.49787439884787443,False,"win_ratio=0.33 (閾値0.60), margin=-0.4979 (閾値0.0500)"
